,a,b,c,d,e
50,0.9721775657006506,0.8790825006037325,0.6630547354419787,0.24045750599505822,0.6270066931296366
51,0.8607435074998047,0.8798920401082614,0.24537347334931847,0.29635427929075886,0.9641892935943237
52,0.18425703985968078,0.23685624899579427,0.8329517496068142,0.6918558986552429,0.08716213911994641
53,0.30272632173053815,0.8566994207963167,0.3617737465376891,0.3382684212252304,0.6562457543339111
54,0.473820670312729,0.28848514276372406,0.6775826831308775,0.12071792158411276,0.2904625306787443
55,0.3297453393401175,0.012281824771303795,0.18006938195739586,0.41274939365705765,0.9118641623278425
56,0.03299921871683065,0.3235974694596315,0.5486648123529237,0.720807310908993,0.9608569655681388
57,0.6971804231961589,0.44790458108815423,0.6408505286153474,0.35270946379572177,0.2078814089988612
58,0.9519188219953199,0.27255601107057514,0.34268302745051593,0.8746454479688069,0.47539781542617454
59,0.8092001258614442,0.8196794852283308,0.5224855197857593,0.8065072068727401,0.9306446609617304
60,0.23284510500632272,0.38460688040952495,0.22064752019511913,0.9018616749107762,0.7005387876955407
61,0.7227384371970274,0.5877797658851343,0.9261966806123845,0.695832795416723,0.07908560268527731
62,0.9785882491121117,0.05720249931311905,0.2505589191916431,0.5742991855635681,0.5872574919923524
63,0.37025887822787773,0.8244980833668286,0.19513339347555514,0.8125065725870588,0.9179639748988597
64,0.17492674984385703,0.4449035752132414,0.5478249277840677,0.06698904112734438,0.7551582442470659
65,0.20177904280094972,0.900178303485319,0.8226096414203175,0.6877904826198805,0.5210204830581813
66,0.37256478022417117,0.7512716492889423,0.3029199389233802,0.5926452230093182,0.6435147295874522
67,0.16179675350303802,0.6674908618344252,0.4402746188370531,0.8348373981429018,0.29901795519936136
68,0.6535118055200727,0.5971811081247571,0.6198835417756673,0.05288596432372017,0.5865017617786226
69,0.9298874359176974,0.018455660622677117,0.16913926916225563,0.47700966151948143,0.428572859009283
70,0.437373660266528,0.7125209050739214,0.5419313196302697,0.02711754219533513,0.36045749816981654
71,0.26096557590012426,0.4091312835858978,0.7187879150220066,0.6151705930516621,0.9320733862885056
72,0.9145737636854675,0.9296495411962798,0.9093164336213156,0.37297200002401953,0.7757646892488436
73,0.6151341134040124,0.5527930458301091,0.5173721131005075,0.9974749150085112,0.6481901133619397
74,0.22557961647003877,0.6975776246027242,0.9080849369785566,0.415500327114634,0.7416612821036966
75,0.028185277825179877,0.7413779552006042,0.5607172131109807,0.30384011239985986,0.691132732043446
76,0.8428581766424093,0.2237187217466171,0.6976105245047765,0.10809315999976388,0.3768863088305482
77,0.9919003497661998,0.9177732643922105,0.21880000455552084,0.09349514680985271,0.9430839066707335
78,0.2282397489484449,0.6463658845452895,0.548781658528903,0.06947774055915945,0.5066559102682182
79,0.14912423120662033,0.004955054433466444,0.41258360315714504,0.5748590394275398,0.7699640356399416
80,0.9736677209267985,0.9383808222067144,0.37919760582705264,0.7864769684334587,0.776576580958331
81,0.36935007055338154,0.3965768648300362,0.8591145672016904,0.9809881755370948,0.5485539581247152
82,0.9845472939615015,0.5943758712378665,0.8685886382400697,0.45208309904604826,0.7637956773577981
83,0.0885733070894279,0.6611892473903028,0.5220671828792005,0.3164918534747887,0.0673376482710204
84,0.6185452617151057,0.741748988146006,0.9288120870864244,0.07713063189949954,0.35471377743003507
85,0.14839884621280863,0.26250940252899924,0.4506646941740381,0.8909811728304404,0.9426430995850759
86,0.7808070126631095,0.8483406059123492,0.7345029517500918,0.17783052916284747,0.8164559547231502
87,0.8284328240321102,0.0017830029433163475,0.1649206684675637,0.9392479571734019,0.30030461007721165
88,0.18590950973101983,0.8305661707193069,0.5473356796078964,0.3962373552987122,0.9817906607403458
89,0.23951988577568206,0.23596678755013212,0.4834759909121691,0.08336888397278652,0.8933267859335375
90,0.4717552615438849,0.10941649051671098,0.6796627643986135,0.24262674715214616,0.6896900573447003
91,0.059792359202578194,0.594750760628389,0.6973733502519992,0.14406509825763947,0.5756873378303148
92,0.34838567422954325,0.4184958793730764,0.7242803842156158,0.7668600180908044,0.760363480469539
93,0.5917197087428306,0.5881814656678588,0.3068920222753809,0.3463109255096407,0.4703350939318165
94,0.13521304881545448,0.23551345580342276,0.10973121219138748,0.08412351672390594,0.7568753794460149
95,0.558423236196205,0.6389760204287762,0.8181735076644008,0.8465843594162552,0.04572072841002628
96,0.8957363889062882,0.9652651977646132,0.4752035779653263,0.605355245802328,0.8521675269462171
97,0.6580876126826273,0.3417585686443856,0.22245491159824615,0.758032790670758,0.5766754003334882
98,0.037122578115415084,0.07168436021314495,0.3932851430698432,0.5268312303986796,0.06822505820052405
99,0.8907409711538105,0.4887101161419768,0.9564188160881695,0.8972699125452369,0.809472758585513
100,0.27965380982500265,0.22183356872564952,0.24516942097596406,0.4126929506021967,0.07828159231488985
101,0.012813368503783562,0.7357403392864678,0.44167744568647394,0.06030429064462728,0.3484220421665538
102,0.7526959988104797,0.8689888166069641,0.05990972268705008,0.5813784558384153,0.44103928493225897
103,0.7652999401434176,0.6718453684388611,0.5268697676557987,0.014961166589104513,0.3852500303016081
104,0.8193797202263217,0.21474737229247942,0.7185273736291842,0.9949608784983925,0.7583804312290771
105,0.6599364118515704,0.4900227829573155,0.75945129389956,0.7746514220501931,0.15594692579608926
106,0.35054124505567663,0.4766642576822355,0.19500741747068984,0.10208157073542523,0.12130556371048906
107,0.9657481411271122,0.41401521512941253,0.060041235639313406,0.04178375174387183,0.09683603114470185
108,0.26552599709755886,0.2621263157149041,0.7457925312311072,0.21152821900393315,0.715404837055888
109,0.5892207716921084,0.7092380925722565,0.6472229869147239,0.5079507949797836,0.2474173382421695
110,0.8055412371988424,0.2233899179466755,0.31142182958107256,0.29748579701127187,0.03513507554419848
111,0.8160557443300066,0.8508652461019564,0.5697071787942944,0.9408480115782368,0.4681693730716482
112,0.8725545878899925,0.862226244856473,0.7486140309825507,0.7317136560337221,0.16244862217264577
113,0.6028177732077686,0.11922581384087294,0.4765286676176792,0.026225133330929795,0.6246214214895894
114,0.20265731822915223,0.3512255332568115,0.30084626687732197,0.006068365498851258,0.930181647652056
115,0.9943336534444803,0.48491260960187943,0.09497151027058626,0.4981460482568141,0.7563442152088639
116,0.4086158263437456,0.06534055244710879,0.3767570309895827,0.3399172057553185,0.8457839099348031
117,0.752691797581286,0.1517758350706736,0.7779626876030559,0.9265728053731738,0.6313227040986948
118,0.7325829746659349,0.7888985636241057,0.11956041782997873,0.7892899487141011,0.5803858549779022
119,0.4060419530404813,0.7138683732207582,0.1246208367417897,0.7196933759948205,0.9055443922596023
120,0.03022682364228435,0.22338821313153767,0.7665338606510848,0.06263323201599957,0.9464558175374713
121,0.7643561016965211,0.8870680505554713,0.8244326446562553,0.5662346681966265,0.1319574335966086
122,0.23505750854995644,0.7214885429242258,0.5608210256087711,0.9820803292336675,0.3114321669335558
123,0.4746347972122117,0.3476497618309653,0.019814958921404724,0.4630088327399706,0.46718234347415166
124,0.7428116857143349,0.9035958081840447,0.5593733488286688,0.9523913280658354,0.2653195116325482
125,0.598160584810668,0.8068888988073059,0.3979206181937541,0.35417278182005374,0.2487409679890079
126,0.18812528049115107,0.8486334136251532,0.015718901908536864,0.2629842289769393,0.8630189880058575
127,0.24370282182321257,0.9712637499368948,0.24433318400134785,0.9326633882975329,0.9753907709259352
128,0.3682553047228868,0.7273199587289025,0.13556267408829392,0.7142247967856655,0.9745704779203338
129,0.4380152816682964,0.954334635770852,0.30043835552485476,0.9549599771052879,0.6277836845362863
130,0.9707204655948165,0.9865469626938439,0.3886536761655388,0.6799128463513955,0.8343030038504594
131,0.8536646832831657,0.3021579503381755,0.39116938242045884,0.26684782508549476,0.6028322667552763
132,0.14859707356785945,0.06805300333742936,0.3451890001739314,0.6385675103393526,0.1983148012668674
133,0.7554632745083679,0.3191072446793143,0.9013046117867668,0.10376626008264989,0.7123391249617042
134,0.54673958652077,0.09075097662344944,0.7634478808400651,0.1660880690390475,0.00935324473050414
135,0.6871720815381201,0.593441244950072,0.15730766520827844,0.2077937121580693,0.6411051942571538
136,0.663387851067991,0.1923784359516002,0.7548527881242578,0.4666044061194734,0.9668822410122923
137,0.8845373475458689,0.8903595439313772,0.6770702992830502,0.708088588827748,0.6818268301077659
138,0.1210426440853476,0.30811374947752324,0.9091826217168398,0.0187860905893672,0.2850325390898011
139,0.964287971244535,0.6392151716918755,0.3177027295422874,0.7801926425826228,0.783496187116817
140,0.656664820518075,0.21182733558165834,0.7965472532011373,0.7586537802839969,0.3072452488662163
141,0.06289956678633779,0.03081680797449282,0.10033344337948369,0.19379161336678286,0.2578248246583935
142,0.3520171692635722,0.7952770907779164,0.5150616327655201,0.7661294073561172,0.8021594879829071
143,0.5121835545428924,0.5341909873152977,0.13694598049467432,0.2561041979060118,0.2207989358925857
144,0.827298335416723,0.7381406323382271,0.3774065644035498,0.5221511594004973,0.025542830487491064
145,0.4628561675798998,0.6122639900873426,0.13973516357893379,0.394288680441507,0.7324648485413572
146,0.9237895622656498,0.9822473396573034,0.8265010789444146,0.8694193353400851,0.22410540666178325
147,0.16752110793632824,0.9616478442618155,0.6000890076341076,0.7086202093917526,0.3359775337669427
148,0.7475476295097104,0.3992327663240418,0.4920563170083859,0.727233402719739,0.39468946023993645
149,0.9582165466280648,0.05195646282810917,0.45091093573285834,0.7938580166834384,0.20377828827706945
150,0.3072748324439436,0.9955944294672058,0.48927090477690727,0.1506010228433845,0.88374521934826
151,0.284734945644068,0.8898051599137478,0.5057575183382333,0.05578256058136388,0.6405995030049628
152,0.8350167985359427,0.36084531096097905,0.3370058283874914,0.599323824427826,0.3778951397192146
153,0.4201349699194604,0.7162229432884355,0.7632502439485814,0.7305389658572,0.8688003945322202
154,0.444396262838203,0.21674472752300256,0.007935017881133377,0.23646565106177975,0.6392218581281432
155,0.5477845250517945,0.3483565939046702,0.15427837277969303,0.27098259006706626,0.47515119155420216
156,0.2839005858878777,0.6934464369765333,0.7444587832434034,0.554120849972697,0.7768860513905934
157,0.9173595208899202,0.7101633051714958,0.0664900207886222,0.0035334596856481104,0.8249495658272494
158,0.7764680983124536,0.49835247615779965,0.7252216055236701,0.6773721919919639,0.8341953291058429
159,0.3641122366212769,0.36045530964167405,0.79950568660445,0.2649709342801362,0.2933951988777268
160,0.2451169620842748,0.28791467809475546,0.32781632140396944,0.2688766252764738,0.1588135919880963
161,0.2285685892904744,0.1527764472585338,0.5509929656819165,0.19907313071950405,0.48940666018289036
162,0.8744964850490408,0.803377973957592,0.2407775263198383,0.8988180125196199,0.27423230117982245
163,0.30818712055171715,0.7261519252849966,0.008801047370468496,0.45563012943621073,0.1360286087698005
164,0.19107088737703826,0.36316944372927307,0.09630600536471179,0.8268313577268478,0.5792771441624194
165,0.9816412882882435,0.053123910004004626,0.9848304416791355,0.8529674442078347,0.3872188925802389
166,0.27929279002955487,0.4335621217643102,0.11021080296696772,0.11189680929464907,0.4475106892616283
167,0.17542320536455658,0.31631812466242926,0.9096319632341682,0.058349311330267994,0.7207751772216894
168,0.12172514119719824,0.8351906230721531,0.766816434121468,0.6027866917063635,0.47802737099734804
169,0.23853083018059906,0.5869556194283021,0.0686572318169667,0.9319985372275258,0.16531315574087657
170,0.9778783971239184,0.5121756108155403,0.7182608195713097,0.24465406676847434,0.5677555466793514
171,0.9187736395208973,0.9455357244078787,0.050862387976493784,0.7941779360439613,0.5406448324517658
172,0.09998991274106028,0.8631139107968302,0.9133646002802959,0.8422143438211628,0.19298806837762883
173,0.0831186219509279,0.37658568045996044,0.9767550539729467,0.5881142227104967,0.08869465120233444
174,0.09715956294267936,0.6982652722175198,0.72056163274163,0.3744956599022258,0.7731806940673855
175,0.9284408307013494,0.057343485885622214,0.9068484540953208,0.9853757271236907,0.903628749678648
176,0.9307790106837222,0.7755577850470113,0.4521570756156139,0.7260411378004712,0.2570792477642715
177,0.38217399248199646,0.7857718704931365,0.6370784914911503,0.8473029168336601,0.7832879006973968
178,0.47911372142349906,0.1431141536145678,0.17233706205978394,0.7763123323981705,0.9858421947777483
179,0.9729996655479044,0.6902394266748877,0.8996513961605761,0.37948391107696555,0.46248296810854306
180,0.8243194629887299,0.6332002306385418,0.3016449883510096,0.3864756424964566,0.5709786325063897
181,0.6430100728668018,0.654348611265649,0.005138328013261639,0.1939454668317444,0.8783260479011805
182,0.2640323056692305,0.0873238644109312,0.22220101894580557,0.7691168844800902,0.4062662523837981
183,0.7021870229507489,0.7584525203317174,0.01343224898347084,0.6356096565670755,0.28074290252393586
184,0.9201962270197257,0.5246284302080809,0.8833159143688322,0.42914460781818975,0.7649401849032569
185,0.14512699328567846,0.07965010596376132,0.21795537502441042,0.5461046543952884,0.5376341552312585
186,0.9140016259656307,0.6485524404793593,0.173191770670715,0.9140023059420255,0.44911575179231367
187,0.10339686259731096,0.29181566473560017,0.49942599879206306,0.4844606744051809,0.9635263798423265
188,0.007799892262332797,0.5851971625166619,0.7502286094544199,0.24585001216608104,0.032429465910823185
189,0.48677482515329407,0.5703395249565502,0.0630687562446508,0.32502767222543383,0.12683066619045302
190,0.1263986491197554,0.02148724901893828,0.6921127048808015,0.32677626734600895,0.43681446123900614
191,0.914779049425856,0.192439890103839,0.665773619639735,0.8760604652474995,0.30633069890488585
192,0.14195041540760156,0.698880928403267,0.7311034651018651,0.34349659010779343,0.16273913880665225
193,0.12725294017611866,0.5852716571142182,0.1488640325613514,0.8185697061803422,0.13854236233854134
194,0.14666466846502746,0.4001915929197286,0.5712007425042515,0.19002631411409554,0.4597834224411981
195,0.7934791803520082,0.4793283290575666,0.8708249857719671,0.6635417539292815,0.19565965122865747
196,0.7140528085422878,0.8564463808274281,0.5263590795931119,0.6697781350258066,0.2446061826600714
197,0.17386812807185759,0.14118143733440702,0.576153998189406,0.8318220491726005,0.9549606247405701
198,0.08601212293339411,0.23649904523249698,0.8597784416952323,0.5686877515700633,0.8485947116149218
199,0.5537842111765638,0.8821929842717583,0.15134834142342568,0.3678267313307493,0.8920595655970065
200,0.06418541505305375,0.14279035670909102,0.998360614533042,0.762016535842473,0.6985840154160607
201,0.8788762093806648,0.7196572195864648,0.6992665416822587,0.8714003139802385,0.5544082104835036
202,0.1341567686041747,0.2394644372894763,0.7087432137167626,0.09266516393925606,0.044965214485854665
203,0.04370309156163721,0.7632449244346524,0.7954150859267849,0.956080505571184,0.8914395949057808
204,0.27690892027816827,0.5508908802264147,0.6319989326254642,0.7429622856236965,0.7216040425630674
205,0.9689026598781301,0.10628225767938249,0.9235181210118328,0.8982692430205933,0.8253313799502231
206,0.24887473877095456,0.15608393414477584,0.5558853723439823,0.6906948206579447,0.03161363453374444
207,0.30344752991114965,0.5048706978562311,0.22392724465419722,0.04120503612164539,0.2463283361382559
208,0.31188780290261675,0.9960071216091031,0.4789385562477677,0.48862300117922297,0.3640347271519474
209,0.7339772009683783,0.06744580861256788,0.0213609743288683,0.9605260776893425,0.38617668792648685
210,0.3802900329748903,0.8129415435207793,0.08291393273941461,0.7595120036084895,0.2682386647109952
211,0.9391560339310975,0.3505691749356412,0.5233177229592084,0.7146341366317267,0.8509553773274648
212,0.9613189124783438,0.9385748173010057,0.9787208044205048,0.14728103872279785,0.9928684092576284
213,0.7582344445807652,0.3137942533832665,0.16425956000650344,0.7768255974701354,0.5822275974492399
214,0.8629151095561243,0.18553087055219708,0.3558481120059106,0.8145638968290857,0.7202721429785118
215,0.6638228463929671,0.34566610442052903,0.6259714143055726,0.35983346424533835,0.5855818426173458
216,0.690211741767863,0.9157389983215237,0.468181149087351,0.16704052637058275,0.0786337787967718
217,0.936855464129488,0.5892199354769729,0.7977060187674511,0.14982020651633587,0.9375122572511673
218,0.9109165905325938,0.5128231178745818,0.15094849924041664,0.803273280871507,0.6766286903142317
219,0.726327227664735,0.4586069253224475,0.45134650465162796,0.8372383032924928,0.6044879608760946
220,0.9717966429519909,0.4862671327851662,0.05070363258568378,0.35180859344867477,0.2911481629050202
221,0.45869723141048135,0.8259737551528354,0.04969688530617933,0.9681175580155695,0.3160199033995229
222,0.20795763454937222,0.08465756095301635,0.0667737151896941,0.7503890256809396,0.3424007345202148
223,0.15664643478199203,0.8462531293758695,0.5147449228019423,0.6353240806666199,0.854691531409894
224,0.5806639794561965,0.690556503243666,0.624415523867626,0.8751119556370747,0.7551499155970979
225,0.20068904748310623,0.7564748849226323,0.5974062629723832,0.6572509060550583,0.39073435112405697
226,0.5797269839393885,0.8752665371520334,0.5102459884607251,0.07399530872903437,0.4493687002427553
227,0.28126548633892,0.7035901902230606,0.9051992822675677,0.5851514557800727,0.8835097336388558
228,0.7997480385460053,0.6453633529603091,0.0012464795272449924,0.3464080348504568,0.06852182353282188
229,0.41637605910047004,0.43948042256684716,0.363074352455213,0.12136992720010131,0.2748298411242154
230,0.9688319169769746,0.14005591609500434,0.6938579718185084,0.1084295806727662,0.9627540816052148
231,0.4806707171859751,0.7572157957281008,0.5427224515175851,0.24531048907028463,0.8036634395362283
232,0.7702903747633468,0.9508683641009756,0.6486629258513367,0.1956304664429923,0.33350576418824407
233,0.6099724613667831,0.6193336659850132,0.1038410015672071,0.676385092975351,0.6441712589050917
234,0.1251466827751856,0.07336060115366005,0.24444675435123597,0.7016566422253037,0.9809629575580338
235,0.7097366111595551,0.605126778671198,0.20926926917886313,0.3108816118861837,0.7326274489256187
236,0.2560034606502962,0.193250230426944,0.08570470545632936,0.6263739726083506,0.7657505238450094
237,0.05095550267075233,0.25714627879475105,0.49423387717738787,0.9358826314093206,0.29647363350495415
238,0.8682999979037641,0.2872254909546742,0.20637757810632074,0.1951747255031051,0.9110863464340486
239,0.04544590189923847,0.5508984728049819,0.028533912043366083,0.9180614649291535,0.7603451142495116
240,0.3058727022954323,0.13488418299217542,0.1628880185752971,0.98955949871518,0.3410377528016192
241,0.18661855640427083,0.13452650282154055,0.6139413873072096,0.541689143741008,0.6015605456198155
242,0.7073998103589298,0.6453408035629175,0.5412191594058084,0.8594685332676428,0.9117686595349619
243,0.9974674416093922,0.7682004760245887,0.7909585901545011,0.8022400463781435,0.6253302890284301
244,0.40828874124002423,0.8437241775590548,0.33524847449784334,0.39885438833057363,0.8450258942586196
245,0.3848789811837763,0.9314238924876959,0.4055901779192229,0.9693735261298602,0.5646178170450632
246,0.2902207580583185,0.5083919160887129,0.7958181971501347,0.05724293119985391,0.7473138494108869
247,0.5470027617968707,0.5729399940008023,0.5381257073753359,0.8813519252496701,0.7368104992166522
248,0.967421621146957,0.03259064381579546,0.6034487217490117,0.40671758224610666,0.48054015376807013
249,0.6914763733850797,0.18018549557928643,0.4196517726662873,0.8356521833201227,0.8495106492024604
250,0.38440099661771177,0.43820266155951737,0.5629497488496685,0.7921382794533143,0.48279138401017907
251,0.8188109040933784,0.04284466119405983,0.5466775391352938,0.15765354473295767,0.5719262218834642
252,0.4002727616514624,0.679406525798521,0.36002262234447024,0.9903027977606758,0.5675013642803302
253,0.9456098929361729,0.07911422281638814,0.6899303285899802,0.6288313733887947,0.8677634446048335
254,0.5248567660767979,0.8320369901029279,0.5186086690874427,0.4646353512028344,0.0988730151213878
255,0.4712192745089171,0.5938882067529729,0.23202940423857732,0.4190003250460126,0.1446581558146156
256,0.19998558006384892,0.6609677624961492,0.1610184757411982,0.24434682349126902,0.9101301247008725
257,0.9856785556746012,0.12871037032577304,0.8985873583598356,0.6336169586110183,0.4331918159322221
258,0.40675393979986396,0.6477757969123874,0.11676400449500568,0.9267811581453125,0.3190998783664677
259,0.6133165603806815,0.31329650090634886,0.6267018442230887,0.8131389601381495,0.5812717303999103
260,0.35811217416714214,0.04553211950720948,0.3551058989486191,0.7530621416693379,0.5720630709134967
261,0.6955421157027355,0.2483285335797032,0.3932574761409081,0.33531107579826847,0.6198745754695377
262,0.8777236188304509,0.8524791668723658,0.26604990801456574,0.01738646279960443,0.297702365831622
263,0.7382166991003649,0.756750777715001,0.5967383537943857,0.35200776348838403,0.25730323051632775
264,0.009509556439622924,0.06695223460501165,0.09278769211498372,0.012703913270492695,0.8667142853195581
265,0.9965876624707646,0.37881744283375773,0.7336251292791856,0.14024311862554284,0.03334667380118306
266,0.023192924683359428,0.6339865206582287,0.6167283290062224,0.6237599646965131,0.8861440148509235
267,0.05975259009760192,0.6611837325656891,0.7898924524929515,0.38947141588636247,0.06699750948400485
268,0.5834906290694305,0.4644452526620081,0.5456397819848664,0.8001823915854901,0.6992293676177193
269,0.33075309481437964,0.16916256234207594,0.7741602568702273,0.21973183994688372,0.7649520495075979
270,0.5261337432704009,0.4750447486385704,0.15554359339937895,0.05652515073781106,0.6669297940030618
271,0.7147953836503894,0.16045661671760525,0.3319470086046906,0.6845571030173004,0.8181318097715448
272,0.5536618661556453,0.8030425104822982,0.7282409397248025,0.23806403791578135,0.6887578326505301
273,0.9082114490543448,0.9985153473954925,0.2222086623964763,0.3334469911524731,0.931622482946325
274,0.16063401912643338,0.9192249464692424,0.22582928192301743,0.3444080083201587,0.8443507930173819
275,0.6282726497323685,0.3425394749865893,0.9475720463882497,0.04967781344110278,0.5748187324553901
276,0.14567808132245297,0.9712582276119389,0.7508722040616008,0.8611059058248492,0.7639871871516875
277,0.10716243170837558,0.9725523395274042,0.7604884139637059,0.9296475001811128,0.4559125156513436
278,0.5793059040496057,0.2003502992571483,0.05262285619565621,0.8941991401832862,0.33303218378889354
279,0.5563958923758959,0.8732733610884216,0.9627616597922221,0.409321399972455,0.9255426840878587
280,0.21612491334827244,0.7477220707960324,0.9910316652448489,0.16405064663084545,0.8376616644148098
281,0.3341196339193514,0.746264261832913,0.596814143984799,0.743285149133171,0.7405543978554252
282,0.153656202644053,0.7708095896138287,0.05416875829382828,0.357759642055839,0.9352775042979949
283,0.3621388229698357,0.5226973124249482,0.5894949208282024,0.773567061321066,0.6969801554751449
284,0.8123081887052188,0.4427852015413771,0.2473380807494323,0.6308038150245784,0.9144901722158356
285,0.7891743664361249,0.3262965318296752,0.6440068243322202,0.18911884604549745,0.7536346065091641
286,0.10380631153649289,0.08300367135551134,0.06826795261880081,0.9620944259708543,0.10822353786601013
287,0.05775937798658848,0.3627889710832818,0.9821075707135163,0.011612336057192696,0.8607609967073739
288,0.7185517122804254,0.834387607649014,0.2676441177248695,0.4644253690700505,0.91131804334853
289,0.45457477848096295,0.603265965261458,0.9642830262184804,0.5966228326302299,0.14239891731635523
290,0.8328024769482683,0.24168080004420844,0.05789777075990743,0.5787765196296272,0.22036659986950524
291,0.7888045046345403,0.5675184625028025,0.3206490505400482,0.7177909025543829,0.25815709269811016
292,0.15880509789550412,0.37244663989044713,0.5131650891848629,0.7030987778861622,0.3677985838650699
293,0.7893590554444735,0.029918818139499925,0.9169009403019218,0.21248972171723357,0.7588886569559841
294,0.35831017224819217,0.6384986652778843,0.6674763662568428,0.4485428770958674,0.5057351768976518
295,0.42008719106268544,0.8982452194741296,0.8437605627883978,0.45560765168115225,0.1022083227489109
296,0.983637905079751,0.23772801152172973,0.10637188693104627,0.07111740066533878,0.7585195945652274
297,0.32131553571149307,0.1253935275098561,0.3610754263164141,0.5877510446480982,0.20426547693438935
298,0.13167235421447931,0.9957705787769242,0.9626735917604489,0.4255354444634112,0.3781770006045959
